emg1,emg2,emg3
0.855327,0.591398,0.185728
2.390029,0.303030,0.175953
2.996090,0.224829,0.200391
2.712610,0.195503,0.200391
1.588465,0.166178,0.175953
0.713587,1.534702,0.215054
0.694037,1.197458,0.205279
0.982405,0.889541,0.190616
1.339198,0.444770,0.215054
2.693060,0.263930,0.263930
3.543500,0.229717,0.249267
3.098729,0.215054,0.259042
2.531769,0.180841,0.205279
1.544477,0.371457,0.185728
0.645161,1.001955,0.249267
1.187683,0.537634,0.205279
2.414467,0.303030,0.185728
2.908113,0.229717,0.210166
3.782991,0.210166,0.215054
3.069404,0.180841,0.185728
2.468231,0.161290,0.175953
1.148583,0.420332,0.190616
0.874878,0.522972,0.195503
2.287390,0.317693,0.200391
3.875855,0.234604,0.234604
3.626588,0.205279,0.229717
3.343109,0.185728,0.205279
1.871945,0.166178,0.180841
0.713587,0.474096,0.185728
0.987292,0.459433,0.175953
1.681329,0.273705,0.205279
2.204301,0.219941,0.205279
3.137830,0.185728,0.205279
2.639296,0.166178,0.195503
2.526882,0.171065,0.185728
1.373412,0.190616,0.175953
0.557185,0.483871,0.185728
1.094819,0.434995,0.185728
1.867058,0.254154,0.185728
3.220919,0.200391,0.210166
2.922776,0.161290,0.190616
3.856305,0.180841,0.205279
1.564027,0.175953,0.171065
1.001955,0.395894,0.166178
0.972630,0.645161,0.224829
2.067449,0.439883,0.224829
2.463343,0.254154,0.205279
2.829912,0.195503,0.200391
3.431085,0.175953,0.175953
1.681329,0.161290,0.166178
0.728250,0.454545,0.200391
1.133920,0.356794,0.180841
2.409580,0.249267,0.210166
2.873900,0.190616,0.200391
3.113392,0.161290,0.200391
2.561095,0.166178,0.180841
1.334311,0.185728,0.166178
0.694037,0.562072,0.200391
1.153470,0.405670,0.205279
1.808407,0.263930,0.205279
3.093842,0.215054,0.244379
2.658847,0.171065,0.205279
2.233627,0.156403,0.171065
1.593353,0.146628,0.161290
0.997067,0.478983,0.205279
1.451613,0.381232,0.185728
2.086999,0.259042,0.195503
2.825024,0.224829,0.219941
2.253177,0.185728,0.205279
2.497556,0.171065,0.180841
1.143695,0.215054,0.166178
1.231672,0.317693,0.171065
1.143695,0.391007,0.185728
3.352884,0.244379,0.175953
3.597263,0.195503,0.190616
3.411535,0.171065,0.190616
2.316716,0.166178,0.175953
0.933529,0.283480,0.166178
0.884653,0.439883,0.205279
1.500489,0.356794,0.185728
2.238514,0.224829,0.190616
1.710655,0.175953,0.171065
2.521994,0.156403,0.175953
2.218964,0.146628,0.171065
2.321603,0.141740,0.166178
1.109482,0.195503,0.166178
1.124145,0.288368,0.185728
0.845552,0.718475,0.288368
2.135875,0.478983,0.283480
2.712610,0.273705,0.239492
1.901271,0.210166,0.195503
2.248289,0.200391,0.175953
2.091887,0.205279,0.175953
1.964809,0.175953,0.166178
1.783969,0.205279,0.166178
1.476051,0.166178,0.166178
1.236559,0.215054,0.156403
1.280547,0.185728,0.171065
1.285435,0.312805,0.180841
1.358749,0.283480,0.171065
1.451613,0.283480,0.175953
1.642229,0.249267,0.175953
1.138807,0.210166,0.171065
4.491691,0.234604,0.166178
4.496579,4.496579,4.506354
4.496579,4.496579,4.506354
4.496579,4.496579,4.506354
4.501466,4.496579,4.506354
4.501466,4.496579,4.506354
4.496579,4.501466,4.506354
4.496579,4.496579,4.506354
4.496579,4.496579,4.506354
4.491691,4.496579,4.506354
4.496579,4.496579,4.506354
4.501466,4.496579,4.506354
